time,epoch,batch,loss,cost
0min0sec,0,0,11.995,62.001
0min8sec,0,10,-88.873,62.136
0min7sec,0,20,195.085,61.524
0min7sec,0,30,229.553,60.571
0min8sec,0,40,285.255,59.839
0min8sec,0,50,292.653,58.899
0min8sec,0,60,186.497,58.453
0min9sec,0,70,132.139,58.224
0min8sec,0,80,187.535,57.735
0min8sec,0,90,225.256,57.002
0min8sec,0,100,183.730,56.428
0min8sec,0,110,207.714,55.794
0min7sec,0,120,240.118,55.004
0min7sec,0,130,280.734,54.042
0min7sec,0,140,281.151,53.090
0min7sec,0,150,289.900,52.128
0min6sec,0,160,269.293,51.247
0min6sec,0,170,259.096,50.462
0min6sec,0,180,250.858,49.722
0min6sec,0,190,246.066,48.971
0min7sec,0,200,235.482,48.285
0min6sec,0,210,235.513,47.578
0min6sec,0,220,231.881,46.878
0min6sec,0,230,219.888,46.222
0min6sec,0,240,209.890,45.626
0min6sec,0,250,203.795,45.056
0min7sec,0,260,192.788,44.532
0min6sec,0,270,182.651,44.054
0min6sec,0,280,174.044,43.619
0min6sec,0,290,167.591,43.201
0min6sec,0,300,151.513,42.877
0min7sec,0,310,149.991,42.553
0min7sec,0,320,148.382,42.222
0min7sec,0,330,143.679,41.906
0min7sec,0,340,140.249,41.604
0min7sec,0,350,134.248,41.333
0min7sec,0,360,134.551,41.036
0min6sec,0,370,133.422,40.743
0min6sec,0,380,132.246,40.442
0min6sec,0,390,129.269,40.152
0min6sec,0,400,123.620,39.890
0min6sec,0,410,121.115,39.649
0min6sec,0,420,118.025,39.407
0min6sec,0,430,113.213,39.183
0min6sec,0,440,112.757,38.954
0min6sec,0,450,111.210,38.723
0min6sec,0,460,107.379,38.505
0min6sec,0,470,106.269,38.291
0min6sec,0,480,101.273,38.101
0min6sec,0,490,94.043,37.944
0min6sec,0,500,92.931,37.797
0min6sec,0,510,93.638,37.628
0min6sec,0,520,93.107,37.456
0min6sec,0,530,92.633,37.273
0min6sec,0,540,90.982,37.100
0min6sec,0,550,86.887,36.950
0min6sec,0,560,84.986,36.804
0min6sec,0,570,83.581,36.657
0min6sec,0,580,80.432,36.527
0min6sec,0,590,79.799,36.399
0min6sec,0,600,81.311,36.246
0min6sec,0,610,80.810,36.086
0min6sec,0,620,79.252,35.929
0min6sec,0,630,75.572,35.796
0min6sec,0,640,73.977,35.670
0min6sec,0,650,73.471,35.540
0min6sec,0,660,71.115,35.423
0min6sec,0,670,72.038,35.292
0min6sec,0,680,70.789,35.166
0min6sec,0,690,69.441,35.045
0min6sec,0,700,68.523,34.923
0min6sec,0,710,68.341,34.798
0min6sec,0,720,66.549,34.678
0min6sec,0,730,64.919,34.565
0min6sec,0,740,63.569,34.457
0min6sec,0,750,62.607,34.354
0min6sec,0,760,62.756,34.239
0min6sec,0,770,61.715,34.130
0min6sec,0,780,60.985,34.021
0min6sec,0,790,60.032,33.909
0min6sec,0,800,58.774,33.806
0min6sec,0,810,57.086,33.710
0min7sec,0,820,56.206,33.615
0min6sec,0,830,55.665,33.518
0min6sec,0,840,54.418,33.425
0min6sec,0,850,52.490,33.342
0min6sec,0,860,50.833,33.269
0min6sec,0,870,50.239,33.198
0min6sec,0,880,50.088,33.121
0min6sec,0,890,49.097,33.045
0min6sec,0,900,49.239,32.966
0min6sec,0,910,47.566,32.898
0min6sec,0,920,46.735,32.826
0min6sec,0,930,46.851,32.744
0min6sec,0,940,44.856,32.678
0min6sec,0,950,43.649,32.618
0min6sec,0,960,44.490,32.548
0min6sec,0,970,43.257,32.480
0min6sec,0,980,41.964,32.421
0min6sec,0,990,42.243,32.355
5min58sec,1,0,-360.040,26.885
0min10sec,1,10,-144.188,26.402
0min10sec,1,20,-90.466,25.968
0min10sec,1,30,-123.135,26.015
0min10sec,1,40,-111.034,25.938
0min10sec,1,50,-136.009,26.073
0min10sec,1,60,-134.732,26.168
0min10sec,1,70,-119.624,26.025
0min10sec,1,80,-116.244,25.936
0min10sec,1,90,-110.464,25.809
0min10sec,1,100,-116.000,25.754
0min10sec,1,110,-119.411,25.720
0min10sec,1,120,-122.680,25.736
0min10sec,1,130,-128.061,25.783
0min10sec,1,140,-127.474,25.800
0min10sec,1,150,-120.314,25.748
0min10sec,1,160,-119.225,25.711
0min10sec,1,170,-122.149,25.702
0min10sec,1,180,-122.113,25.689
0min10sec,1,190,-117.160,25.641
0min10sec,1,200,-115.525,25.591
0min10sec,1,210,-112.034,25.519
0min10sec,1,220,-110.899,25.456
0min10sec,1,230,-113.664,25.421
0min10sec,1,240,-116.723,25.425
0min11sec,1,250,-113.333,25.392
0min10sec,1,260,-108.307,25.323
0min10sec,1,270,-106.802,25.246
0min10sec,1,280,-109.267,25.204
0min10sec,1,290,-108.452,25.166
0min10sec,1,300,-111.719,25.171
0min10sec,1,310,-111.217,25.180
0min10sec,1,320,-107.340,25.150
0min10sec,1,330,-106.352,25.100
0min10sec,1,340,-103.656,25.040
0min10sec,1,350,-102.482,24.988
0min10sec,1,360,-104.568,24.961
0min10sec,1,370,-106.160,24.956
0min11sec,1,380,-106.899,24.950
0min11sec,1,390,-107.103,24.956
0min11sec,1,400,-108.849,24.968
0min11sec,1,410,-112.668,25.009
0min11sec,1,420,-112.187,25.029
0min11sec,1,430,-113.973,25.051
0min11sec,1,440,-112.325,25.061
0min11sec,1,450,-109.616,25.048
0min11sec,1,460,-111.582,25.037
0min11sec,1,470,-110.803,25.017
0min11sec,1,480,-109.210,24.996
0min11sec,1,490,-110.234,24.981
0min11sec,1,500,-107.797,24.957
0min10sec,1,510,-107.475,24.933
0min11sec,1,520,-107.805,24.914
0min11sec,1,530,-108.526,24.906
0min11sec,1,540,-107.119,24.889
0min11sec,1,550,-107.177,24.873
0min11sec,1,560,-107.268,24.858
0min11sec,1,570,-106.565,24.842
0min11sec,1,580,-105.700,24.824
0min11sec,1,590,-105.423,24.806
0min11sec,1,600,-107.789,24.803
0min11sec,1,610,-106.125,24.788
0min11sec,1,620,-105.910,24.778
0min11sec,1,630,-106.050,24.766
0min11sec,1,640,-107.196,24.763
0min11sec,1,650,-110.053,24.764
0min12sec,1,660,-113.821,24.772
0min11sec,1,670,-110.933,24.741
0min11sec,1,680,-112.040,24.727
0min11sec,1,690,-112.829,24.724
0min11sec,1,700,-113.462,24.730
0min11sec,1,710,-116.027,24.732
0min11sec,1,720,-112.693,24.710
0min11sec,1,730,-113.388,24.697
0min11sec,1,740,-112.909,24.688
0min11sec,1,750,-112.991,24.671
0min11sec,1,760,-114.758,24.667
0min11sec,1,770,-114.959,24.665
0min11sec,1,780,-114.115,24.658
0min11sec,1,790,-114.282,24.657
0min11sec,1,800,-113.001,24.648
0min11sec,1,810,-112.058,24.633
0min11sec,1,820,-115.447,24.632
0min11sec,1,830,-116.829,24.630
0min11sec,1,840,-115.213,24.616
0min11sec,1,850,-114.629,24.602
0min11sec,1,860,-114.071,24.585
0min11sec,1,870,-114.257,24.576
0min11sec,1,880,-113.250,24.559
0min11sec,1,890,-112.468,24.540
0min11sec,1,900,-111.840,24.522
0min11sec,1,910,-111.881,24.511
0min11sec,1,920,-111.771,24.501
0min11sec,1,930,-111.069,24.490
0min11sec,1,940,-110.183,24.475
0min11sec,1,950,-109.997,24.464
0min11sec,1,960,-111.043,24.456
0min11sec,1,970,-111.393,24.443
0min11sec,1,980,-110.126,24.422
0min11sec,1,990,-112.655,24.414
6min15sec,2,0,46.340,22.086
0min11sec,2,10,-69.827,22.376
0min11sec,2,20,-68.105,21.994
0min11sec,2,30,-122.486,22.149
0min12sec,2,40,-301.333,23.044
0min11sec,2,50,-298.418,23.261
0min11sec,2,60,-265.146,23.245
0min11sec,2,70,-266.265,23.273
0min11sec,2,80,-267.164,23.299
0min11sec,2,90,-284.205,23.322
0min11sec,2,100,-267.668,23.260
0min11sec,2,110,-257.230,23.223
0min11sec,2,120,-253.428,23.232
0min11sec,2,130,-241.754,23.183
0min11sec,2,140,-233.858,23.140
0min11sec,2,150,-231.137,23.138
0min11sec,2,160,-223.644,23.106
0min11sec,2,170,-218.733,23.068
0min11sec,2,180,-213.469,23.019
0min11sec,2,190,-211.409,22.998
0min11sec,2,200,-212.186,23.010
0min11sec,2,210,-210.787,23.023
0min11sec,2,220,-205.753,22.999
0min11sec,2,230,-202.125,22.968
0min11sec,2,240,-206.483,22.995
0min11sec,2,250,-207.968,23.039
0min11sec,2,260,-206.729,23.069
0min11sec,2,270,-204.786,23.083
0min11sec,2,280,-201.572,23.067
0min11sec,2,290,-204.993,23.082
0min11sec,2,300,-204.161,23.098
0min11sec,2,310,-203.557,23.113
0min11sec,2,320,-198.481,23.087
0min11sec,2,330,-203.638,23.110
0min11sec,2,340,-210.410,23.180
0min11sec,2,350,-207.132,23.212
0min11sec,2,360,-210.493,23.262
0min11sec,2,370,-211.468,23.316
0min11sec,2,380,-210.147,23.341
0min11sec,2,390,-209.522,23.365
0min11sec,2,400,-213.356,23.412
0min11sec,2,410,-211.569,23.431
0min11sec,2,420,-213.460,23.450
0min11sec,2,430,-211.533,23.453
0min11sec,2,440,-212.029,23.454
0min11sec,2,450,-211.372,23.449
0min11sec,2,460,-212.279,23.456
0min11sec,2,470,-211.981,23.463
0min11sec,2,480,-211.966,23.462
0min11sec,2,490,-209.859,23.451
0min11sec,2,500,-209.693,23.446
0min11sec,2,510,-207.441,23.430
0min11sec,2,520,-205.808,23.409
0min11sec,2,530,-209.013,23.424
0min11sec,2,540,-208.949,23.433
0min11sec,2,550,-209.772,23.449
0min11sec,2,560,-208.132,23.447
0min11sec,2,570,-206.406,23.435
0min11sec,2,580,-205.322,23.421
0min11sec,2,590,-204.497,23.409
0min11sec,2,600,-203.879,23.402
0min11sec,2,610,-204.282,23.403
0min11sec,2,620,-203.597,23.404
0min11sec,2,630,-204.357,23.409
0min11sec,2,640,-202.847,23.406
0min11sec,2,650,-202.215,23.389
0min11sec,2,660,-201.624,23.379
0min11sec,2,670,-201.116,23.374
0min11sec,2,680,-202.438,23.373
0min11sec,2,690,-201.163,23.365
0min11sec,2,700,-199.218,23.347
0min11sec,2,710,-198.209,23.328
0min11sec,2,720,-197.469,23.311
0min11sec,2,730,-195.932,23.290
0min11sec,2,740,-195.515,23.275
0min11sec,2,750,-195.540,23.263
0min11sec,2,760,-194.881,23.250
0min11sec,2,770,-194.943,23.243
0min11sec,2,780,-194.302,23.237
0min11sec,2,790,-194.777,23.238
0min11sec,2,800,-193.059,23.227
0min11sec,2,810,-192.944,23.219
0min11sec,2,820,-193.809,23.219
0min12sec,2,830,-197.748,23.244
0min12sec,2,840,-200.370,23.280
0min11sec,2,850,-198.441,23.291
0min11sec,2,860,-196.830,23.282
0min10sec,2,870,-195.616,23.269
0min10sec,2,880,-195.405,23.261
0min11sec,2,890,-194.737,23.252
0min10sec,2,900,-194.426,23.247
0min10sec,2,910,-193.333,23.239
0min10sec,2,920,-191.538,23.218
0min11sec,2,930,-191.143,23.201
0min10sec,2,940,-189.505,23.178
0min10sec,2,950,-188.994,23.157
0min10sec,2,960,-188.736,23.143
0min10sec,2,970,-187.951,23.130
0min11sec,2,980,-189.188,23.121
0min11sec,2,990,-189.229,23.115
6min8sec,3,0,-1838.630,26.394
0min10sec,3,10,-354.392,23.176
0min11sec,3,20,-385.968,23.556
0min11sec,3,30,-387.473,23.851
0min11sec,3,40,-318.078,23.532
0min11sec,3,50,-292.543,23.291
0min11sec,3,60,-320.724,23.361
0min11sec,3,70,-317.443,23.397
0min11sec,3,80,-308.263,23.416
0min11sec,3,90,-310.908,23.452
0min11sec,3,100,-310.302,23.460
0min11sec,3,110,-319.812,23.528
0min10sec,3,120,-330.509,23.633
0min11sec,3,130,-354.818,23.820
0min11sec,3,140,-369.755,23.967
0min11sec,3,150,-360.498,23.963
0min10sec,3,160,-353.841,23.909
0min11sec,3,170,-343.723,23.844
0min10sec,3,180,-337.700,23.781
0min10sec,3,190,-330.088,23.698
0min10sec,3,200,-322.540,23.604
0min10sec,3,210,-315.546,23.521
0min10sec,3,220,-308.709,23.440
0min10sec,3,230,-302.388,23.371
0min10sec,3,240,-299.717,23.327
0min10sec,3,250,-294.678,23.277
0min10sec,3,260,-291.697,23.236
0min10sec,3,270,-286.014,23.185
0min10sec,3,280,-285.137,23.146
0min10sec,3,290,-280.207,23.106
0min10sec,3,300,-274.548,23.047
0min10sec,3,310,-274.265,23.014
0min10sec,3,320,-269.955,22.980
0min10sec,3,330,-267.377,22.946
0min10sec,3,340,-263.167,22.902
0min10sec,3,350,-261.219,22.865
0min11sec,3,360,-259.458,22.848
0min10sec,3,370,-253.810,22.803
0min10sec,3,380,-250.297,22.756
0min10sec,3,390,-245.812,22.702
